prior,prior_key,method,z0,lower_sum,upper_sum,cover_cnt,n_valid,n_failed,theta_true,rep_start,rep_end,block,block_size,nreps_total
Spiky,spiky,DKW-F,-2.0,-37.05256895571584,4.088318628444131,20,20,0,-0.8174405959520651,1,20,1,20,40
Spiky,spiky,Gauss-F,-2.0,-36.858045496904026,0.896997417751119,20,20,0,-0.8174405959520651,1,20,1,20,40
Spiky,spiky,W₁ (DKW),-2.0,-60.1273806758151,15.563927723805831,20,20,0,-0.8174405959520651,1,20,1,20,40
Spiky,spiky,W₁ (boot),-2.0,-33.678727172076925,-0.43911861919658735,20,20,0,-0.8174405959520651,1,20,1,20,40
Spiky,spiky,W₁ (CLT),-2.0,-33.95090627101712,-0.2983850679509808,20,20,0,-0.8174405959520651,1,20,1,20,40
Spiky,spiky,Smooth-W₁ (CLT),-2.0,-34.00166286994394,-0.24073016354549034,20,20,0,-0.8174405959520651,1,20,1,20,40
