prior,prior_key,method,z0,lower_sum,upper_sum,cover_cnt,n_valid,n_failed,theta_true,rep_start,rep_end,block,block_size,nreps_total
Spiky,spiky,DKW-F,2.5,-2.488185772694914,51.403516836873614,19,19,1,1.2703510493065493,1,20,1,20,40
Spiky,spiky,Gauss-F,2.5,0.08426483741374602,53.43138067555204,20,20,0,1.2703510493065493,1,20,1,20,40
Spiky,spiky,W₁ (DKW),2.5,-13.759460120073348,76.37600147338419,20,20,0,1.2703510493065493,1,20,1,20,40
Spiky,spiky,W₁ (boot),2.5,2.119658234903772,47.72974304740687,20,20,0,1.2703510493065493,1,20,1,20,40
Spiky,spiky,W₁ (CLT),2.5,1.8642128859604323,48.02900799312415,20,20,0,1.2703510493065493,1,20,1,20,40
Spiky,spiky,Smooth-W₁ (CLT),2.5,1.579302581114374,48.6986485172077,20,20,0,1.2703510493065493,1,20,1,20,40
