prior,prior_key,method,z0,lower_sum,upper_sum,cover_cnt,n_valid,n_failed,theta_true,rep_start,rep_end,block,block_size,nreps_total
Spiky,spiky,DKW-F,-1.5,-25.162698591926713,4.550710789484826,20,20,0,-0.5004711519786452,1,20,1,20,40
Spiky,spiky,Gauss-F,-1.5,-23.233610885487444,0.9643698828108395,20,20,0,-0.5004711519786452,1,20,1,20,40
Spiky,spiky,W₁ (DKW),-1.5,-46.24375834265978,16.25371673460331,20,20,0,-0.5004711519786452,1,20,1,20,40
Spiky,spiky,W₁ (boot),-1.5,-22.71727539511825,0.915653872217143,20,20,0,-0.5004711519786452,1,20,1,20,40
Spiky,spiky,W₁ (CLT),-1.5,-22.94344669243884,1.0399889446406636,20,20,0,-0.5004711519786452,1,20,1,20,40
Spiky,spiky,Smooth-W₁ (CLT),-1.5,-23.271094084620835,1.2681299492049112,20,20,0,-0.5004711519786452,1,20,1,20,40
