prior,prior_key,method,z0,lower_sum,upper_sum,cover_cnt,n_valid,n_failed,theta_true,rep_start,rep_end,block,block_size,nreps_total
NegSpiky,negspiky,DKW-F,1.5,-8.142460714898494,18.679725398070843,20,20,0,0.1264910483620778,21,40,2,20,40
NegSpiky,negspiky,Gauss-F,1.5,-6.522290934114568,19.526539871242875,20,20,0,0.1264910483620778,21,40,2,20,40
NegSpiky,negspiky,W₁ (DKW),1.5,-18.719979677186803,42.08697089823839,20,20,0,0.1264910483620778,21,40,2,20,40
NegSpiky,negspiky,W₁ (boot),1.5,-5.2125676673149615,13.785307341799482,20,20,0,0.1264910483620778,21,40,2,20,40
NegSpiky,negspiky,W₁ (CLT),1.5,-5.3316212716386655,14.085816195661872,20,20,0,0.1264910483620778,21,40,2,20,40
NegSpiky,negspiky,Smooth-W₁ (CLT),1.5,-5.434094479063216,14.377930985290968,20,20,0,0.1264910483620778,21,40,2,20,40
